,Asset,Pipeline,AnomalyNum,Images,Description,DataSource,IMC_AnomalyCat,KP_StartAnomaly,DateLastMod,SourceFile
600,westsole,PL145,19613,"['19613-01', '19613-02']",Weightcoat loss from 11 o/c to 1 o/c,ROV,WCL,12.38303591619070,20190806 232513,westsole\anoms_19.dat
601,westsole,PL145,19629,"['19629-01', '19629-02']",Start of pipeline exposure anomaly 19629,ROV,EXP,12.56411926222030,20190812 090804,westsole\anoms_19.dat
602,westsole,PL145,19625,"['19625-01', '19625-02']",Start of pipeline exposure anomaly 19625,ROV,EXP,12.86039188889770,20190812 085556,westsole\anoms_19.dat
603,westsole,PL145,19628,"['19628-01', '19628-02']",Start of pipeline exposure anomaly 19628,ROV,EXP,14.37620769283060,20190812 053131,westsole\anoms_19.dat
604,westsole,PL145,19630,"['19630-01', '19630-02']",Longditudinal spalling south side,ROV,WCL,23.00281240808080,20190811 213451,westsole\anoms_19.dat
605,westsole,PL145,19631,"['19631-01', '19631-02']",Two boulders on both sides of pipe,ROV,DEB,27.70615617476630,20190811 183227,westsole\anoms_19.dat
606,westsole,PL145,19632,"['19632-01', '19632-02']",large Boulder on pipe track,ROV,DEB,31.05696157610500,20190811 170104,westsole\anoms_19.dat
607,westsole,PL145,19634,"['19634-01', '19634-02']",Start of pipeline exposure anomaly 19634,ROV,EXP,51.11937705104470,20190811 044256,westsole\anoms_19.dat
608,westsole,PL145,19633,"['19633-01', '19633-02']",Large boulder on the  pipeline,ROV,DEB,52.36269271399870,20190811 031156,westsole\anoms_19.dat
609,westsole,PL145,19637,"['19637-01', '19637-02']",Start of pipeline exposure anomaly 19637,ROV,EXP,66.58494757680180,20190810 173413,westsole\anoms_19.dat
610,westsole,PL145,19640,"['19640-01', '19640-02']",Start of pipeline exposure anomaly 19640,ROV,EXP,67.44209090876870,20190810 170338,westsole\anoms_19.dat
611,westsole,PL145,19639,"['19639-01', '19639-02']",Start of pipeline exposure anomaly 19639,ROV,EXP,67.83483326285610,20190810 164932,westsole\anoms_19.dat
612,westsole,PL145,19638,"['19638-01', '19638-02']",Start of pipeline exposure anomaly 19638,ROV,EXP,67.99558822572140,20190810 164120,westsole\anoms_19.dat
613,westsole,PL145,19636,"['19636-01', '19636-02']",Weightcoat loss from 10 o/c to 8 o/c,ROV,WCL,68.15547376707330,20190810 163016,westsole\anoms_19.dat
614,westsole,PL145,19635,"['19635-01', '19635-02']",Intermittent weightcoat loss from 1o/c to 3o/c,ROV,WCL,68.16121749285450,20190810 162944,westsole\anoms_19.dat
615,westsole,PL937,19643,"['19643-01', '19643-02']",Start of pipeline exposure anomaly 19643,ROV,EXP,0.00632973245202,20190810 045150,westsole\anoms_19.dat
616,westsole,PL937,19646,"['19646-01', '19646-02']",Start of pipeline exposure anomaly 19646,ROV,EXP,0.37378811638343,20190810 052103,westsole\anoms_19.dat
617,westsole,PL937,19647,"['19647-01', '19647-02']",Start of pipeline exposure anomaly 19647,ROV,EXP,0.43372416845145,20190810 052336,westsole\anoms_19.dat
618,westsole,PL937,19644,"['19644-01', '19644-02']",Start of pipeline exposure anomaly 19644,ROV,EXP,1.07076712182762,20190810 055214,westsole\anoms_19.dat
619,westsole,PL937,19645,"['19645-01', '19645-02']",Start of pipeline exposure anomaly 19645,ROV,EXP,2.19418162322093,20190810 063344,westsole\anoms_19.dat
620,westsole,PL937,19651,"['19651-01', '19651-02']",Start of pipeline exposure anomaly 19651,ROV,EXP,4.53630243312035,20190810 084018,westsole\anoms_19.dat
621,westsole,PL937,19648,"['19648-01', '19648-02']",Start of pipeline exposure anomaly 19648,ROV,EXP,5.10959060096280,20190810 092846,westsole\anoms_19.dat
622,westsole,PL937,19653,"['19653-01', '19653-02']",Start of pipeline exposure anomaly 19653,ROV,EXP,5.34105042321626,20190810 094706,westsole\anoms_19.dat
623,westsole,PL937,19649,"['19649-01', '19649-02']",Start of pipeline exposure anomaly 19649,ROV,EXP,5.60332676882535,20190810 100810,westsole\anoms_19.dat
624,westsole,PL937,19650,"['19650-01', '19650-02']",Start of pipeline exposure anomaly 19650,ROV,EXP,5.86692938873207,20190810 102936,westsole\anoms_19.dat
625,westsole,PL937,19652,"['19652-01', '19652-02']",Start of pipeline exposure anomaly 19652,ROV,EXP,6.16159225458145,20190810 105253,westsole\anoms_19.dat
626,westsole,PL937,19664,"['19664-01', '19664-02']",Start of pipeline exposure anomaly 19664,ROV,EXP,6.44109919452357,20190814 172127,westsole\anoms_19.dat
627,westsole,PL937,19665,"['19665-01', '19665-02']",Start of pipeline exposure anomaly 19665,ROV,EXP,6.67722522746677,20190814 173122,westsole\anoms_19.dat
628,westsole,PL937,19668,"['19668-01', '19668-02']",Start of pipeline exposure anomaly 19668,ROV,EXP,7.09980082788639,20190814 175325,westsole\anoms_19.dat
629,westsole,PL937,19670,"['19670-01', '19670-02']",Start of pipeline exposure anomaly 19670,ROV,EXP,7.24297619043066,20190814 175905,westsole\anoms_19.dat
630,westsole,PL937,19659,"['19659-01', '19659-02']",Start of pipeline exposure anomaly 19659,ROV,EXP,7.76549221134857,20190810 123947,westsole\anoms_19.dat
631,westsole,PL937,19658,"['19658-01', '19658-02']",Start of pipeline exposure anomaly 19658,ROV,EXP,7.97417400112324,20190810 124859,westsole\anoms_19.dat
632,westsole,PL937,19660,"['19660-01', '19660-02']",Start of pipeline exposure anomaly 19660,ROV,EXP,8.05636279911130,20190810 125222,westsole\anoms_19.dat
633,westsole,PL937,19654,"['19654-01', '19654-02']",Start of pipeline exposure anomaly 19654,ROV,EXP,8.12715256134578,20190810 125533,westsole\anoms_19.dat
634,westsole,PL937,19657,"['19657-01', '19657-02']",Start of pipeline exposure anomaly 19657,ROV,EXP,8.51163731484046,20190810 131101,westsole\anoms_19.dat
635,westsole,PL937,19655,"['19655-01', '19655-02']",Start of pipeline exposure anomaly 19655,ROV,EXP,8.87705533461210,20190810 132645,westsole\anoms_19.dat
636,westsole,PL937,19661,"['19661-01', '19661-02']",Start of pipeline exposure anomaly 19661,ROV,EXP,9.31231216667552,20190810 134410,westsole\anoms_19.dat
637,westsole,PL937,19656,"['19656-01', '19656-02']",Start of pipeline exposure anomaly 19656,ROV,EXP,9.48858511058577,20190810 135106,westsole\anoms_19.dat
638,westsole,PL937,19667,"['19667-01', '19667-02']",Start of pipeline exposure anomaly 19667,ROV,EXP,10.39330300454280,20190810 144052,westsole\anoms_19.dat
639,westsole,PL937,19663,"['19663-01', '19663-02']",Start of pipeline exposure anomaly 19663,ROV,EXP,10.63196479010940,20190810 145142,westsole\anoms_19.dat
640,westsole,PL937,19662,"['19662-01', '19662-02']",Start of pipeline exposure anomaly 19662,ROV,EXP,10.92881369537030,20190810 150340,westsole\anoms_19.dat
641,westsole,PL937,191327,"['191327-01', '191327-02']",Freespan exceeding trawl snagging hazard length and height,ROV,TRL,11.27038762056270,20190810 151925,westsole\anoms_19.dat
642,westsole,PL937,19669,"['19669-01', '19669-02']",Start of pipeline exposure anomaly 19669,ROV,EXP,11.35440373294030,20190810 152506,westsole\anoms_19.dat
643,westsole,PL937,19666,"['19666-01', '19666-02']",Start of pipeline exposure anomaly 19666,ROV,EXP,11.45099694648710,20190810 153153,westsole\anoms_19.dat
644,westsole,PL028,19718,"['19718-01', '19718-02']",Start of pipeline exposure anomaly 19718,ROV,EXP,2.12867301843001,20190813 181338,westsole\anoms_19.dat
645,westsole,PL028,191329,"['191329-01', '191329-02']",Contact CP reading -1192mV,ROV,CP,2.16166932820195,20190813 181028,westsole\anoms_19.dat
646,westsole,PL028,191330,"['191330-01', '191330-02']",Contact CP reading -1124mV,ROV,CP,3.77615203996741,20190813 172111,westsole\anoms_19.dat
647,westsole,PL028,19719,"['19719-01', '19719-02']",Start of pipeline exposure anomaly 19719,ROV,EXP,5.17252690805775,20190813 163318,westsole\anoms_19.dat
648,westsole,PL028,19801,"['19801-01', '19801-02']",Start of pipeline exposure anomaly 19801,ROV,EXP,5.50425111974704,20190813 161635,westsole\anoms_19.dat
649,westsole,PL028,19720,"['19720-01', '19720-02']",Start of pipeline exposure anomaly 19720,ROV,EXP,5.54305988543951,20190813 161350,westsole\anoms_19.dat
650,westsole,PL028,19750,"['19750-01', '19750-02']",Circumferential weightcoat spalling from 9 o/c to 3 o/c,ROV,DAM,5.96602656640972,20190812 173746,westsole\anoms_19.dat
651,westsole,PL028,19751,"['19751-01', '19751-02']",Circumferential weightcoat spalling from 9 o/c to 12 o/c,ROV,DAM,5.99571480263655,20190812 173641,westsole\anoms_19.dat
652,westsole,PL028,19752,"['19752-01', '19752-02']",Circumferential weightcoat spalling from 9 o/c to 3 o/c,ROV,DAM,5.99706408128014,20190812 173638,westsole\anoms_19.dat
653,westsole,PL028,19753,"['19753-01', '19753-02']",Circumferential weightcoat spalling from 12 o/c to 3 o/c,ROV,DAM,6.00385484467114,20190812 173622,westsole\anoms_19.dat
654,westsole,PL028,19754,"['19754-01', '19754-02']",Intermittent longitudinal weightcoat spalling,ROV,DAM,6.02933044361101,20190812 173525,westsole\anoms_19.dat
655,westsole,PL028,19731,"['19731-01', '19731-02']",Circumferential weightcoat loss from 10 o/c to 2 o/c,ROV,WCL,6.11283106356660,20190812 173157,westsole\anoms_19.dat
656,westsole,PL028,19732,"['19732-01', '19732-02']",Circumferential weightcoat spalling from 1 o/c to 3 o/c,ROV,DAM,6.14658470394340,20190812 173041,westsole\anoms_19.dat
657,westsole,PL028,19733,"['19733-01', '19733-02']",Circumferential weightcoat loss from 12 o/c to 3 o/c,ROV,DAM,6.24344552151751,20190812 172724,westsole\anoms_19.dat
658,westsole,PL028,19734,"['19734-01', '19734-02']",Abrasion down to bare metal,ROV,BML,6.25466306351399,20190812 172700,westsole\anoms_19.dat
659,westsole,PL028,19735,"['19735-01', '19735-02']",Circumferential weightcoat loss from 11 o/c to 3 o/c,ROV,DAM,6.26341369382246,20190812 172642,westsole\anoms_19.dat
660,westsole,PL028,19802,"['19802-01', '19802-02']",Start of pipeline exposure anomaly 19802,ROV,EXP,6.26759791786256,20190812 172631,westsole\anoms_19.dat
661,westsole,PL028,19736,"['19736-01', '19736-02']",Circumferential weightcoat spalling from 10 oc/ to 2 o/c,ROV,DAM,6.27577923317486,20190812 172614,westsole\anoms_19.dat
662,westsole,PL028,19737,"['19737-01', '19737-02']",Circumferential weightcoat spalling from 2 o/c to 3 o/c,ROV,DAM,6.27654183556909,20190812 172613,westsole\anoms_19.dat
663,westsole,PL028,19738,"['19738-01', '19738-02']",Longitudinal weightcoat spalling from 9 o/c to 10 o/c,ROV,DAM,6.27829930680434,20190812 172609,westsole\anoms_19.dat
664,westsole,PL028,19803,"['19803-01', '19803-02']",Start of pipeline exposure anomaly 19803,ROV,EXP,6.34637782348798,20190812 172349,westsole\anoms_19.dat
665,westsole,PL028,19739,"['19739-01', '19739-02']",Intermittent circumferential weightcoat spalling,ROV,DAM,6.36276202466214,20190812 172315,westsole\anoms_19.dat
666,westsole,PL028,19804,"['19804-01', '19804-02']",Start of pipeline exposure anomaly 19804,ROV,EXP,6.38216355379595,20190812 172223,westsole\anoms_19.dat
667,westsole,PL028,19740,"['19740-01', '19740-02']",Circumferential weightcoat spalling from 2 o/c to 3 o/c,ROV,DAM,6.40586744692488,20190812 172123,westsole\anoms_19.dat
668,westsole,PL028,19741,"['19741-01', '19741-02']",Circumferential weightcoat spalling from 9 o/c to 3 o/c,ROV,DAM,6.41079508583929,20190812 172112,westsole\anoms_19.dat
669,westsole,PL028,19742,"['19742-01', '19742-02']",Intermittent longitudinal weightcoat spalling,ROV,DAM,6.41597910889702,20190812 172059,westsole\anoms_19.dat
670,westsole,PL028,19743,"['19743-01', '19743-02']",Circumferential weightcoat loss 360 degrees,ROV,WCL,6.46609942738481,20190812 171837,westsole\anoms_19.dat
671,westsole,PL028,19744,"['19744-01', '19744-02']",Start of pipeline exposure anomaly 19744,ROV,EXP,6.59382485652429,20190812 171334,westsole\anoms_19.dat
672,westsole,PL028,19745,"['19745-01', '19745-02']",Longitudinal weightcoat spalling,ROV,WCL,7.06468273335602,20190812 165516,westsole\anoms_19.dat
673,westsole,PL028,19799,"['19799-01', '19799-02']",Start of pipeline exposure anomaly 19799,ROV,EXP,7.07056317738727,20190812 165453,westsole\anoms_19.dat
674,westsole,PL028,19746,"['19746-01', '19746-02']",Displaced concrete saddle,ROV,STB,7.07173740806245,20190812 165450,westsole\anoms_19.dat
675,westsole,PL028,19800,"['19800-01', '19800-02']",Start of pipeline exposure anomaly 19800,ROV,EXP,7.18395954960968,20190812 165034,westsole\anoms_19.dat
676,westsole,PL028,19747,"['19747-01', '19747-02']",Longitudinal weightcoat spalling,ROV,DAM,7.21611301858426,20190812 164911,westsole\anoms_19.dat
677,westsole,PL028,19748,"['19748-01', '19748-02']",Circumferential weightcoat loss from 9 o/c to 3 o/c,ROV,WCL,7.22424379083740,20190812 164854,westsole\anoms_19.dat
678,westsole,PL028,19749,"['19749-01', '19749-02']",Circumferential weightcoat spalling from 12 oc/ to 3 o/c,ROV,DAM,7.23822518712494,20190812 164820,westsole\anoms_19.dat
679,westsole,PL028,19721,"['19721-01', '19721-02']",Intermittent circumferential weightcoat loss,ROV,WCL,8.29745139877285,20190812 160710,westsole\anoms_19.dat
680,westsole,PL028,19722,"['19722-01', '19722-02']",Start of pipeline exposure anomaly 19722,ROV,EXP,8.30483248478320,20190812 160641,westsole\anoms_19.dat
681,westsole,PL028,19723,"['19723-01', '19723-02']",Displaced concrete saddle,ROV,STB,8.30547308628339,20190812 160637,westsole\anoms_19.dat
682,westsole,PL028,19724,"['19724-01', '19724-02']",Displaced concrete saddle,ROV,STB,8.33314229254850,20190812 160522,westsole\anoms_19.dat
683,westsole,PL028,19725,"['19725-01', '19725-02']",Displaced concrete saddle,ROV,STB,8.36073191447048,20190812 155513,westsole\anoms_19.dat
684,westsole,PL028,19726,"['19726-01', '19726-02']",Displaced concrete saddle,ROV,STB,8.39262648522638,20190812 155334,westsole\anoms_19.dat
685,westsole,PL028,19727,"['19727-01', '19727-02']",Displaced concrete saddle,ROV,STB,8.41514254872997,20190812 155230,westsole\anoms_19.dat
686,westsole,PL028,19728,"['19728-01', '19728-02']",Displaced concrete saddle,ROV,STB,8.52571854262882,20190812 154637,westsole\anoms_19.dat
687,westsole,PL028,19729,"['19729-01', '19729-02']",Displaced concrete saddle,ROV,STB,8.63100280821661,20190812 154013,westsole\anoms_19.dat
688,westsole,PL028,19730,"['19730-01', '19730-02']",Displaced concrete saddle,ROV,STB,8.65582112673438,20190812 153852,westsole\anoms_19.dat
689,westsole,PL028,191331,"['191331-01', '191331-02']",Contact CP reading frame -1083 mV anode -1086 mV <25% depleted.  Disconnected,ROV,AW,8.75175943086172,20190812 152433,westsole\anoms_19.dat
690,westsole,PL028,19717,"['19717-01', '19717-02']",Displaced concrete saddle,ROV,STB,8.82732441139612,20190812 151854,westsole\anoms_19.dat
691,westsole,PL028,19705,"['19705-01', '19705-02']",Abrasion down to bare metal. Contact CP reading -1006 mV,ROV,BML,8.86716307984995,20190812 151315,westsole\anoms_19.dat
692,westsole,PL028,19706,"['19706-01', '19706-02']",Circumferential weightcoat loss 360 degree. Bare metal exposed,ROV,WCL,8.90409394275258,20190812 150900,westsole\anoms_19.dat
693,westsole,PL028,19707,"['19707-01', '19707-02']",Circumferential weightcoat loss 360 degree. Bare metal exposed,ROV,WCL,8.92495418706099,20190812 150754,westsole\anoms_19.dat
694,westsole,PL028,19708,"['19708-01', '19708-02']",Circumferential weightcoat loss 360 degree. Bare metal exposed,ROV,WCL,8.93498912319953,20190812 150720,westsole\anoms_19.dat
695,westsole,PL028,19709,"['19709-01', '19709-02']",Intermittent circumferential weightcoat loss,ROV,WCL,8.94000081401283,20190812 150656,westsole\anoms_19.dat
696,westsole,PL028,19710,"['19710-01', '19710-02']",Circumferential Weightcoat loss from 9 o/c to 11 o/c,ROV,WCL,8.95112982328857,20190812 150612,westsole\anoms_19.dat
697,westsole,PL028,19711,"['19711-01', '19711-02']",Circumferential weightcoat loss 360 degrees. Bare metal exposed,ROV,WCL,8.95289990245638,20190812 150604,westsole\anoms_19.dat
698,westsole,PL028,19712,"['19712-01', '19712-02']",Circumferential weightcoat loss from 9 o/c to 3 o/c,ROV,WCL,8.96702254776898,20190812 150514,westsole\anoms_19.dat
699,westsole,PL028,19713,"['19713-01', '19713-02']",Circumferential weightcoat loss from 9 o/c to 3 o/c ,ROV,WCL,8.97253167513922,20190812 150458,westsole\anoms_19.dat
700,westsole,PL028,19714,"['19714-01', '19714-02']",Circumferential weightcoat loss from 9 o/c to 3 o/c ,ROV,WCL,8.97418417720186,20190812 150454,westsole\anoms_19.dat
701,westsole,PL028,19715,"['19715-01', '19715-02']",Weightcoat loss from 9 o/c to 11 o/c. Bare metal exposed,ROV,WCL,8.98671507858895,20190812 150409,westsole\anoms_19.dat
702,westsole,PL028,19716,"['19716-01', '19716-02']",Intermittent circumferential weightcoat loss,ROV,WCL,9.00042459810830,20190812 150317,westsole\anoms_19.dat
703,westsole,PL028,19696,"['19696-01', '19696-02']",Circumferential weightcoat loss. Rebars exposed. Contact CP reading - 1004mV,ROV,DAM,9.36076908975651,20190812 122238,westsole\anoms_19.dat
704,westsole,PL028,19697,"['19697-01', '19697-02']",Circumferential weightcoat loss 360 degrees. Bare metal exposed,ROV,WCL,9.38624255442373,20190812 122010,westsole\anoms_19.dat
705,westsole,PL028,19698,"['19698-01', '19698-02']",Longitudinal weightcoat loss at 2 o/c,ROV,WCL,9.46184889797483,20190812 121539,westsole\anoms_19.dat
706,westsole,PL028,19699,"['19699-01', '19699-02']",Circumferential weightcoat loss 360 degrees,ROV,WCL,9.49194786945360,20190812 121347,westsole\anoms_19.dat
707,westsole,PL028,19700,"['19700-01', '19700-02']",Circumferential weightcoat loss 360 degrees. Bare metal exposed,ROV,WCL,9.50752419381262,20190812 121232,westsole\anoms_19.dat
708,westsole,PL028,19704,"['19704-01', '19704-02']",Detached anode sled clamp. Contact CP reading clamp -1029mV pipe -1005mV,ROV,AW,9.51600568691882,20190812 120947,westsole\anoms_19.dat
709,westsole,PL028,19701,"['19701-01', '19701-02']",Circumferential weightcoat loss from 9o/c to 12o/c,ROV,WCL,9.55322523393960,20190812 120316,westsole\anoms_19.dat
710,westsole,PL028,19702,"['19702-01', '19702-02']",Circumferential weightcoat loss 360 degrees. Bare metal exposed,ROV,WCL,9.55420083948641,20190812 120313,westsole\anoms_19.dat
711,westsole,PL028,19703,"['19703-01', '19703-02']",Longitudinal weightcoat loss at 10 o/c,ROV,WCL,9.55836051919522,20190812 120302,westsole\anoms_19.dat
712,westsole,PL028,19755,"['19755-01', '19755-02']",Start of pipeline exposure anomaly 19755,ROV,EXP,14.51011393616590,20190807 171445,westsole\anoms_19.dat
713,westsole,PL028,19756,"['19756-01', '19756-02']",Longditudinal weightcoat cracking north side,ROV,DAM,14.64892092387750,20190807 173019,westsole\anoms_19.dat
714,westsole,PL028,19757,"['19757-01', '19757-02']",Circumferential weightcoat loss,ROV,WCL,14.66079963945570,20190807 173058,westsole\anoms_19.dat
715,westsole,PL028,19758,"['19758-01', '19758-02']",Weightcoat spalling south side,ROV,DAM,15.18268174105580,20190807 175532,westsole\anoms_19.dat
716,westsole,PL028,19759,"['19759-01', '19759-02']",Weightcoat spalling north side,ROV,DAM,15.18517898283290,20190807 175538,westsole\anoms_19.dat
717,westsole,PL028,19760,"['19760-01', '19760-02']",Start of pipeline exposure anomaly 19760,ROV,EXP,17.14127696328330,20190807 230536,westsole\anoms_19.dat
718,westsole,PL028,19761,"['19761-01', '19761-02']",Circumferential weightcoat loss,ROV,WCL,17.28511421705670,20190807 231237,westsole\anoms_19.dat
719,westsole,PL028,19762,"['19762-01', '19762-02']",Displaced stabilisation block in contact with pipeline on south side,ROV,STB,17.29392464356240,20190807 231346,westsole\anoms_19.dat
720,westsole,PL028,19763,"['19763-01', '19763-02']",Circumferential weightcoat loss,ROV,WCL,17.31583270663050,20190807 233521,westsole\anoms_19.dat
721,westsole,PL028,19764,"['19764-01', '19764-02']",Fishing net over pipeline,ROV,DEB,17.32865701066260,20190807 233621,westsole\anoms_19.dat
722,westsole,PL028,19783,"['19783-01', '19783-02']",Intermittent circumferential weightcoat loss,ROV,WCL,17.32974577747190,20190807 235208,westsole\anoms_19.dat
723,westsole,PL028,19765,"['19765-01', '19765-02']",Displaced stabilisation block to north of pipeline,ROV,STB,17.34006362971880,20190807 233722,westsole\anoms_19.dat
724,westsole,PL028,19766,"['19766-01', '19766-02']",Displaced concrete saddle,ROV,STB,17.36714486789400,20190807 235413,westsole\anoms_19.dat
725,westsole,PL028,19767,"['19767-01', '19767-02']",Displaced concrete saddle,ROV,STB,17.39480970289860,20190807 235614,westsole\anoms_19.dat
726,westsole,PL028,19774,"['19774-01', '19774-02']",Displaced concrete saddle,ROV,STB,17.45788076587610,20190808 000004,westsole\anoms_19.dat
727,westsole,PL028,19784,"['19784-01', '19784-02']",Misaligned concrete saddle,ROV,STB,17.54196153080850,20190808 000529,westsole\anoms_19.dat
728,westsole,PL028,19792,"['19792-01', '19792-02']",Displaced concrete saddle,ROV,STB,17.55057223375650,20190808 000600,westsole\anoms_19.dat
729,westsole,PL028,19793,"['19793-01', '19793-02']",Displaced concrete saddle,ROV,STB,17.57051933097170,20190808 000710,westsole\anoms_19.dat
730,westsole,PL028,19794,"['19794-01', '19794-02']",Displaced concrete saddle,ROV,STB,17.61176019505600,20190808 000925,westsole\anoms_19.dat
731,westsole,PL028,19798,"['19798-01', '19798-02']",Displaced concrete saddle,ROV,STB,17.66773989791690,20190808 001232,westsole\anoms_19.dat
732,westsole,PL028,19785,"['19785-01', '19785-02']",Start of pipeline exposure anomaly 19785,ROV,EXP,17.82384473161840,20190808 002106,westsole\anoms_19.dat
733,westsole,PL028,19795,"['19795-01', '19795-02']",Displaced concrete saddle,ROV,STB,17.82581999393860,20190808 002112,westsole\anoms_19.dat
734,westsole,PL028,19796,"['19796-01', '19796-02']",Displaced concrete saddle,ROV,STB,17.83697430813540,20190808 002149,westsole\anoms_19.dat
735,westsole,PL028,19797,"['19797-01', '19797-02']",Displaced concrete saddle,ROV,STB,17.84562007841600,20190808 002219,westsole\anoms_19.dat
736,westsole,PL028,19790,"['19790-01', '19790-02']",Displaced concrete saddle,ROV,STB,17.98032071966300,20190808 002912,westsole\anoms_19.dat
737,westsole,PL028,19786,"['19786-01', '19786-02']",Start of pipeline exposure anomaly 19786,ROV,EXP,17.99966072435000,20190808 003015,westsole\anoms_19.dat
738,westsole,PL028,19776,"['19776-01', '19776-02']",Displaced concrete saddle,ROV,STB,18.00945499901790,20190808 004555,westsole\anoms_19.dat
739,westsole,PL028,19787,"['19787-01', '19787-02']",Displaced concrete saddle,ROV,STB,18.02241153231540,20190808 003124,westsole\anoms_19.dat
740,westsole,PL028,19775,"['19775-01', '19775-02']",Displaced concrete saddle,ROV,STB,18.02885818244010,20190808 004555,westsole\anoms_19.dat
741,westsole,PL028,19788,"['19788-01', '19788-02']",Displaced concrete saddle,ROV,STB,18.03752557897680,20190808 003212,westsole\anoms_19.dat
742,westsole,PL028,19789,"['19789-01', '19789-02']",Displaced concrete saddle,ROV,STB,18.04681867669020,20190808 003242,westsole\anoms_19.dat
743,westsole,PL028,19791,"['19791-01', '19791-02']",Displaced concrete saddle,ROV,STB,18.06361955860160,20190808 003340,westsole\anoms_19.dat
744,westsole,PL028,19777,"['19777-01', '19777-02']",Circumferential weightcoat loss,ROV,WCL,18.06688108085220,20190808 004512,westsole\anoms_19.dat
745,westsole,PL028,19778,"['19778-01', '19778-02']",Circumferential weightcoat loss. Contact CP reading CP -997 mV,ROV,WCL,18.09099679468820,20190808 005136,westsole\anoms_19.dat
746,westsole,PL028,19779,"['19779-01', '19779-02']",Circumferential weightcoat loss,ROV,WCL,18.10245911793450,20190808 005429,westsole\anoms_19.dat
747,westsole,PL028,19780,"['19780-01', '19780-02']",Circumferential weightcoat loss,ROV,WCL,18.41175727587150,20190808 010706,westsole\anoms_19.dat
748,westsole,PL028,19781,"['19781-01', '19781-02']",Circumferential weightcoat loss,ROV,WCL,18.42936042837510,20190808 011034,westsole\anoms_19.dat
749,westsole,PL028,19782,"['19782-01', '19782-02']",Circumferential weightcoat spalling from 11 o/c to 2 o/c,ROV,DAM,18.44183805007840,20190808 011119,westsole\anoms_19.dat
750,westsole,PL028,19859,"['19859-01', '19859-02']",Circumferential weightcoat loss,ROV,WCL,20.39882120103950,20190808 041335,westsole\anoms_19.dat
751,westsole,PL028,19860,"['19860-01', '19860-02']",Circumferential weightcoat loss,ROV,WCL,20.43024367594490,20190808 041449,westsole\anoms_19.dat
752,westsole,PL028,19861,"['19861-01', '19861-02']",Circumferential weightcoat loss,ROV,WCL,20.43608190442940,20190808 041502,westsole\anoms_19.dat
753,westsole,PL028,19862,"['19862-01', '19862-02']",Intermittent circumferential weightcoat loss,ROV,WCL,20.45105519035640,20190808 041759,westsole\anoms_19.dat
754,westsole,PL028,19863,"['19863-01', '19863-02']",Circumferential weightcoat loss,ROV,WCL,20.46477979506880,20190808 041839,westsole\anoms_19.dat
755,westsole,PL028,19864,"['19864-01', '19864-02']",Circumferential weightcoat loss,ROV,WCL,20.47132467961420,20190808 041858,westsole\anoms_19.dat
756,westsole,PL028,19865,"['19865-01', '19865-02']",Intermittent circumferential weightcoat loss,ROV,WCL,20.47528430586330,20190808 041910,westsole\anoms_19.dat
757,westsole,PL028,19866,"['19866-01', '19866-02']",Intermittent circumferential weightcoat loss,ROV,WCL,20.48364074073580,20190808 041934,westsole\anoms_19.dat
758,westsole,PL028,19867,"['19867-01', '19867-02']",Intermittent circumferential weightcoat loss,ROV,WCL,20.50650942765700,20190808 042039,westsole\anoms_19.dat
759,westsole,PL028,19868,"['19868-01', '19868-02']",Weightcoat loss on south side of pipeline,ROV,WCL,20.53348436220190,20190808 042141,westsole\anoms_19.dat
760,westsole,PL028,19869,"['19869-01', '19869-02']",Weightcoat spalling on top of pipe,ROV,DAM,20.61982890795920,20190808 042516,westsole\anoms_19.dat
761,westsole,PL028,19870,"['19870-01', '19870-02']",Circumferential weightcoat loss,ROV,WCL,20.65591909517050,20190808 042712,westsole\anoms_19.dat
762,westsole,PL028,19871,"['19871-01', '19871-02']",Intermittent circumferential weightcoat loss,ROV,WCL,20.67406700286540,20190808 042815,westsole\anoms_19.dat
763,westsole,PL028,191284,"['191284-01', '191284-02']",Retrofit anode contact CP reading -982mV 100% depleted,ROV,AW,20.68009255103350,20190808 042853,westsole\anoms_19.dat
764,westsole,PL028,19872,"['19872-01', '19872-02']",Weightcoat loss on north side of pipeline,ROV,WCL,20.68048986394440,20190808 042935,westsole\anoms_19.dat
765,westsole,PL028,19873,"['19873-01', '19873-02']",Circumferential weightcoat loss,ROV,WCL,20.71444285127480,20190808 043130,westsole\anoms_19.dat
766,westsole,PL028,19874,"['19874-01', '19874-02']",Circumferential weightcoat loss,ROV,WCL,20.75052793683260,20190808 043334,westsole\anoms_19.dat
767,westsole,PL028,19875,"['19875-01', '19875-02']",Circumferential weightcoat loss,ROV,WCL,20.76728840050820,20190808 043437,westsole\anoms_19.dat
768,westsole,PL028,19876,"['19876-01', '19876-02']",Circumferential weightcoat loss,ROV,WCL,20.77402757783180,20190808 043458,westsole\anoms_19.dat
769,westsole,PL028,19877,"['19877-01', '19877-02']",Circumferential weightcoat loss,ROV,WCL,20.77605569370750,20190808 043504,westsole\anoms_19.dat
770,westsole,PL028,19878,"['19878-01', '19878-02']",Circumferential weightcoat loss,ROV,WCL,20.79058670304930,20190808 043541,westsole\anoms_19.dat
771,westsole,PL028,19879,"['19879-01', '19879-02']",Circumferential weightcoat loss,ROV,WCL,20.80691998823130,20190808 043622,westsole\anoms_19.dat
